,Strain_ID,name,value,Spot,MediaTime,Lawn,Media,Fe,Time,Dataset
25,Luteibacter_BM7,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
250,Luteibacter_BM7,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
466,Luteibacter_BM7,Pseudomonas_putida_KT2442,-1,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
691,Luteibacter_BM7,Pseudomonas_putida_KT2442,-2,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
16,Luteibacter_BM7,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
241,Luteibacter_BM7,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
472,Luteibacter_BM7,Sphingobium_Z2,NA,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
697,Luteibacter_BM7,Sphingobium_Z2,NA,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
22,Luteibacter_BM7,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
247,Luteibacter_BM7,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
478,Luteibacter_BM7,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
703,Luteibacter_BM7,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
28,Luteibacter_BM7,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
253,Luteibacter_BM7,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
468,Luteibacter_BM7,Variovax_RPC5,1,Variovax_RPC5,"1/2 TSA + Fe, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
693,Luteibacter_BM7,Variovax_RPC5,1,Variovax_RPC5,"1/2 TSA + Fe, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
18,Luteibacter_BM7,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Luteibacter_BM7,1/2 TSA,#NAME?,48h,Hannah
243,Luteibacter_BM7,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Luteibacter_BM7,1/2 TSA,#NAME?,96h,Hannah
534,Methylobacterium_RPE3,Bacillus_SCH24,-10,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
759,Methylobacterium_RPE3,Bacillus_SCH24,-10,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
84,Methylobacterium_RPE3,Bacillus_SCH24,-3,Bacillus_SCH24,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
309,Methylobacterium_RPE3,Bacillus_SCH24,-4,Bacillus_SCH24,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
529,Methylobacterium_RPE3,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
754,Methylobacterium_RPE3,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
79,Methylobacterium_RPE3,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
304,Methylobacterium_RPE3,Burkholderia_RCH25,-4,Burkholderia_RCH25,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
536,Methylobacterium_RPE3,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
761,Methylobacterium_RPE3,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
86,Methylobacterium_RPE3,Cellulosimicrobium_BM1,1,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
311,Methylobacterium_RPE3,Cellulosimicrobium_BM1,1,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
540,Methylobacterium_RPE3,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
765,Methylobacterium_RPE3,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
90,Methylobacterium_RPE3,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
315,Methylobacterium_RPE3,Chryseobacterium_SCH11,0,Chryseobacterium_SCH11,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
539,Methylobacterium_RPE3,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
764,Methylobacterium_RPE3,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
89,Methylobacterium_RPE3,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
314,Methylobacterium_RPE3,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
530,Methylobacterium_RPE3,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
755,Methylobacterium_RPE3,Ensifer_sp,0,Ensifer_sp,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
80,Methylobacterium_RPE3,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
305,Methylobacterium_RPE3,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
533,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
758,Methylobacterium_RPE3,Exiguobacterium_RDH25,4,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
83,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
308,Methylobacterium_RPE3,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
527,Methylobacterium_RPE3,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
752,Methylobacterium_RPE3,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
77,Methylobacterium_RPE3,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
302,Methylobacterium_RPE3,Luteibacter_BM7,1,Luteibacter_BM7,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
531,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
756,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
81,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
306,Methylobacterium_RPE3,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
537,Methylobacterium_RPE3,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
762,Methylobacterium_RPE3,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
87,Methylobacterium_RPE3,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
312,Methylobacterium_RPE3,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
535,Methylobacterium_RPE3,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
760,Methylobacterium_RPE3,Paenibacillus_E12,0,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
85,Methylobacterium_RPE3,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
310,Methylobacterium_RPE3,Paenibacillus_E12,-1,Paenibacillus_E12,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
526,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
751,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
76,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,-1,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
301,Methylobacterium_RPE3,Pseudomonas_putida_KT2442,-1,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
532,Methylobacterium_RPE3,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
757,Methylobacterium_RPE3,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
82,Methylobacterium_RPE3,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
307,Methylobacterium_RPE3,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
538,Methylobacterium_RPE3,Streptomyces_RCH20P,-1,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
763,Methylobacterium_RPE3,Streptomyces_RCH20P,0,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
88,Methylobacterium_RPE3,Streptomyces_RCH20P,-5,Streptomyces_RCH20P,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
313,Methylobacterium_RPE3,Streptomyces_RCH20P,-5,Streptomyces_RCH20P,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
528,Methylobacterium_RPE3,Variovax_RPC5,-2,Variovax_RPC5,"1/2 TSA + Fe, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
753,Methylobacterium_RPE3,Variovax_RPC5,-2,Variovax_RPC5,"1/2 TSA + Fe, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
78,Methylobacterium_RPE3,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Methylobacterium_RPE3,1/2 TSA,#NAME?,48h,Hannah
303,Methylobacterium_RPE3,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Methylobacterium_RPE3,1/2 TSA,#NAME?,96h,Hannah
624,Microbacterium_BM4,Bacillus_SCH24,NA,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
849,Microbacterium_BM4,Bacillus_SCH24,NA,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
174,Microbacterium_BM4,Bacillus_SCH24,-6,Bacillus_SCH24,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
399,Microbacterium_BM4,Bacillus_SCH24,-6,Bacillus_SCH24,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
619,Microbacterium_BM4,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
844,Microbacterium_BM4,Burkholderia_RCH25,-2,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
169,Microbacterium_BM4,Burkholderia_RCH25,-9,Burkholderia_RCH25,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
394,Microbacterium_BM4,Burkholderia_RCH25,-9,Burkholderia_RCH25,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
626,Microbacterium_BM4,Cellulosimicrobium_BM1,NA,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
851,Microbacterium_BM4,Cellulosimicrobium_BM1,NA,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
176,Microbacterium_BM4,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
401,Microbacterium_BM4,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
630,Microbacterium_BM4,Chryseobacterium_SCH11,NA,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
855,Microbacterium_BM4,Chryseobacterium_SCH11,NA,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
180,Microbacterium_BM4,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
405,Microbacterium_BM4,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
629,Microbacterium_BM4,Dyadobacter_BM9,NA,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
854,Microbacterium_BM4,Dyadobacter_BM9,NA,Dyadobacter_BM9,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
179,Microbacterium_BM4,Dyadobacter_BM9,-1,Dyadobacter_BM9,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
404,Microbacterium_BM4,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
620,Microbacterium_BM4,Ensifer_sp,-2,Ensifer_sp,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
845,Microbacterium_BM4,Ensifer_sp,-2,Ensifer_sp,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
170,Microbacterium_BM4,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
395,Microbacterium_BM4,Ensifer_sp,0,Ensifer_sp,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
623,Microbacterium_BM4,Exiguobacterium_RDH25,NA,Exiguobacterium_RDH25,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
848,Microbacterium_BM4,Exiguobacterium_RDH25,NA,Exiguobacterium_RDH25,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
173,Microbacterium_BM4,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
398,Microbacterium_BM4,Exiguobacterium_RDH25,0,Exiguobacterium_RDH25,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
617,Microbacterium_BM4,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
842,Microbacterium_BM4,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
167,Microbacterium_BM4,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
392,Microbacterium_BM4,Luteibacter_BM7,0,Luteibacter_BM7,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
621,Microbacterium_BM4,Methylobacterium_RPE3,NA,Methylobacterium_RPE3,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
846,Microbacterium_BM4,Methylobacterium_RPE3,NA,Methylobacterium_RPE3,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
171,Microbacterium_BM4,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
396,Microbacterium_BM4,Methylobacterium_RPE3,0,Methylobacterium_RPE3,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
627,Microbacterium_BM4,Microbacterium_BM4,NA,Microbacterium_BM4,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
852,Microbacterium_BM4,Microbacterium_BM4,NA,Microbacterium_BM4,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
177,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
402,Microbacterium_BM4,Microbacterium_BM4,0,Microbacterium_BM4,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
625,Microbacterium_BM4,Paenibacillus_E12,NA,Paenibacillus_E12,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
850,Microbacterium_BM4,Paenibacillus_E12,NA,Paenibacillus_E12,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
175,Microbacterium_BM4,Paenibacillus_E12,-4,Paenibacillus_E12,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
400,Microbacterium_BM4,Paenibacillus_E12,-4,Paenibacillus_E12,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
616,Microbacterium_BM4,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
841,Microbacterium_BM4,Pseudomonas_putida_KT2442,0,Pseudomonas_putida_KT2442,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
166,Microbacterium_BM4,Pseudomonas_putida_KT2442,-7,Pseudomonas_putida_KT2442,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
391,Microbacterium_BM4,Pseudomonas_putida_KT2442,-7,Pseudomonas_putida_KT2442,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
622,Microbacterium_BM4,Sphingobium_Z2,NA,Sphingobium_Z2,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
847,Microbacterium_BM4,Sphingobium_Z2,NA,Sphingobium_Z2,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
172,Microbacterium_BM4,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
397,Microbacterium_BM4,Sphingobium_Z2,0,Sphingobium_Z2,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
628,Microbacterium_BM4,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
853,Microbacterium_BM4,Streptomyces_RCH20P,NA,Streptomyces_RCH20P,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
178,Microbacterium_BM4,Streptomyces_RCH20P,-10,Streptomyces_RCH20P,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
403,Microbacterium_BM4,Streptomyces_RCH20P,-10,Streptomyces_RCH20P,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
618,Microbacterium_BM4,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
843,Microbacterium_BM4,Variovax_RPC5,NA,Variovax_RPC5,"1/2 TSA + Fe, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
168,Microbacterium_BM4,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 48h",Microbacterium_BM4,1/2 TSA,#NAME?,48h,Hannah
393,Microbacterium_BM4,Variovax_RPC5,0,Variovax_RPC5,"1/2 TSA, 96h",Microbacterium_BM4,1/2 TSA,#NAME?,96h,Hannah
594,Paenibacillus_E12,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
819,Paenibacillus_E12,Bacillus_SCH24,-2,Bacillus_SCH24,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
144,Paenibacillus_E12,Bacillus_SCH24,-1,Bacillus_SCH24,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
369,Paenibacillus_E12,Bacillus_SCH24,-1,Bacillus_SCH24,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
589,Paenibacillus_E12,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
814,Paenibacillus_E12,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
139,Paenibacillus_E12,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
364,Paenibacillus_E12,Burkholderia_RCH25,-1,Burkholderia_RCH25,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
596,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
821,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
146,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
371,Paenibacillus_E12,Cellulosimicrobium_BM1,0,Cellulosimicrobium_BM1,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
600,Paenibacillus_E12,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
825,Paenibacillus_E12,Chryseobacterium_SCH11,-2,Chryseobacterium_SCH11,"1/2 TSA + Fe, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
150,Paenibacillus_E12,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
375,Paenibacillus_E12,Chryseobacterium_SCH11,-1,Chryseobacterium_SCH11,"1/2 TSA, 96h",Paenibacillus_E12,1/2 TSA,#NAME?,96h,Hannah
599,Paenibacillus_E12,Dyadobacter_BM9,0,Dyadobacter_BM9,"1/2 TSA + Fe, 48h",Paenibacillus_E12,1/2 TSA,#NAME?,48h,Hannah
